record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,P,UUBP,UU,I,INU,1,10990,RW34,N53133720,E034102200,3410,N53122340,E034103200,0698,,1093,0000,270,E0100,48,00665,,,,,S,Simulation application continuation,U  N,,,05108,2013,SEEUP UUBPUUIINU 1   110990RW34 N53133720E0341022003410N53122340E0341032000698 10930000270E01004800665                     ,SEEUP UUBPUUIINU 1   2S    U  N                    35100N                              140                                 
S,EEU,P,UUBW,UU,I,IRT,1,11090,RW30,N55341010,E038070030,3000,N55321520,E038103680,3049,,1093,0000,300,E0120,57,00404,,,,,S,Simulation application continuation,U  N,,,05955,2109,SEEUP UUBWUUIIRT 1   111090RW30 N55341010E0380700303000N55321520E0381036803049 10930000300E01205700404                     ,SEEUP UUBWUUIIRT 1   2S    U  N                    31200N                              140                                 
S,EEU,P,UUDD,UU,I,IDM,3,11010,RW13R,N55232670,E037543100,1340,N55250450,E037522310,1935,,1033,0000,300,E0120,50,00600,,,,,S,Simulation application continuation,U  N,,,07316,2508,SEEUP UUDDUUIIDM 3   111010RW13RN55232670E0375431001340N55250450E0375223101935 10330000300E01205000600                     ,SEEUP UUDDUUIIDM 3   2S    U  N                    14600N                              140                                 
S,EEU,P,UUDD,UU,I,IDO,1,10930,RW31L,N55253770,E037515330,3140,N55234790,E037535310,2681,,1093,0000,300,E0120,57,00600,,,,,S,Simulation application continuation,U  N,,,07318,2508,SEEUP UUDDUUIIDO 1   110930RW31LN55253770E0375153303140N55234790E0375353102681 10930000300E01205700600                     ,SEEUP UUDDUUIIDO 1   2S    U  N                    32600N                              140                                 
S,EEU,P,UUDL,UU,I,IRG,2,11050,RW23,N57330970,E040074060,2300,N57335920,E040102850,1529,,0971,0000,300,E0130,51,00400,,,,,S,Simulation application continuation,U  N,,,07619,2412,SEEUP UUDLUUIIRG 2   111050RW23 N57330970E0400740602300N57335920E0401028501529 09710000300E01305100400                     ,SEEUP UUDLUUIIRG 2   2S    U  N                    24300N                              140                                 
S,EEU,P,UUEE,UU,I,IAD,3,11130,RW24C,N55580380,E037222230,2430,N55583390,E037261200,2976,,1214,0000,300,E0120,53,00630,,,,,S,Simulation application continuation,U  N,,,09028,2402,SEEUP UUEEUUIIAD 3   111130RW24CN55580380E0372222302430N55583390E0372612002976 12140000300E01205300630                     ,SEEUP UUEEUUIIAD 3   2S    U  N                    25500N                              140                                 
S,EEU,P,UUEE,UU,I,IBR,3,10935,RW24R,N55584840,E037192330,2430,N55591940,E037222390,1228,,0971,0000,300,E0120,55,00600,,,,,S,Simulation application continuation,U  N,,,09030,2402,SEEUP UUEEUUIIBR 3   110935RW24RN55584840E0371923302430N55591940E0372223901228 09710000300E01205500600                     ,SEEUP UUEEUUIIBR 3   2S    U  N                    25500N                              140                                 
S,EEU,P,UUEE,UU,I,IBW,2,11050,RW24L,N55575690,E037223890,2430,N55582470,E037262020,1927,,1155,0000,300,E0120,57,00600,,,,,S,Simulation application continuation,U  N,,,09032,2402,SEEUP UUEEUUIIBW 2   111050RW24LN55575690E0372238902430N55582470E0372620201927 11550000300E01205700600                     ,SEEUP UUEEUUIIBW 2   2S    U  N                    25500N                              140                                 
S,EEU,P,UUEE,UU,I,IMA,3,10875,RW06L,N55592240,E037231040,0630,N55585800,E037200110,1644,,1093,0000,300,E0120,50,00630,,,,,S,Simulation application continuation,U  N,,,09034,2402,SEEUP UUEEUUIIMA 3   110875RW06LN55592240E0372310400630N55585800E0372001101644 10930000300E01205000630                     ,SEEUP UUEEUUIIMA 3   2S    U  N                    07500N                              140                                 
S,EEU,P,UUEE,UU,I,IMR,1,10810,RW06C,N55584580,E037270400,0630,N55581010,E037233210,1954,,1033,0000,300,E0120,52,00630,,,,,S,Simulation application continuation,U  N,,,09036,2402,SEEUP UUEEUUIIMR 1   110810RW06CN55584580E0372704000630N55581010E0372332101954 10330000300E01205200630                     ,SEEUP UUEEUUIIMR 1   2S    U  N                    07500N                              140                                 
S,EEU,P,UUEE,UU,I,INL,3,10910,RW06R,N55583750,E037271120,0630,N55575960,E037233170,1979,,1033,0000,300,E0120,57,00600,,,,,S,Simulation application continuation,U  N,,,09038,2402,SEEUP UUEEUUIINL 3   110910RW06RN55583750E0372711200630N55575960E0372331701979 10330000300E01205700600                     ,SEEUP UUEEUUIINL 3   2S    U  N                    07500N                              140                                 
S,EEU,P,UUMO,UU,I,IPS,1,10830,RW25,N55302200,E037283400,2540,N55302400,E037305000,2465,,0971,0000,310,E0110,52,00563,,,,,S,Simulation application continuation,U  N,,,09821,2109,SEEUP UUMOUUIIPS 1   110830RW25 N55302200E0372834002540N55302400E0373050002465 09710000310E01105200563                     ,SEEUP UUMOUUIIPS 1   2S    U  N                    26500N                              140                                 
S,EEU,P,UUOD,UU,I,IZF,1,10990,RW21,N51383710,E039144180,2080,N51392750,E039155160,0680,,1155,0000,280,E0100,57,00358,,,,,S,Simulation application continuation,U  N,,,10334,2310,SEEUP UUODUUIIZF 1   110990RW21 N51383710E0391441802080N51392750E0391551600680 11550000280E01005700358                     ,SEEUP UUODUUIIZF 1   2S    U  N                    21800N                              140                                 
S,EEU,P,UUOK,UU,I,IWA,1,11030,RW30,N51454010,E036161310,2960,N51444910,E036182790,2797,,1093,0000,300,E0080,54,00686,,,,,S,Simulation application continuation,U  N,,,10467,1913,SEEUP UUOKUUIIWA 1   111030RW30 N51454010E0361613102960N51444910E0361827902797 10930000300E00805400686                     ,SEEUP UUOKUUIIWA 1   2S    U  N                    30400N                              140                                 
S,EEU,P,UUWW,UU,I,IGT,2,10890,RW06,N55355780,E037174640,0570,N55351110,E037143700,1327,,0972,0000,300,E0110,51,00685,,,,,S,Simulation application continuation,U  N,,,12185,2103,SEEUP UUWWUUIIGT 2   110890RW06 N55355780E0371746400570N55351110E0371437001327 09720000300E01105100685                     ,SEEUP UUWWUUIIGT 2   2S    U  N                    06800N                              140                                 
S,EEU,P,UUWW,UU,I,IOB,2,11110,RW24,N55350580,E037135520,2370,N55354540,E037170970,1485,,1094,0000,300,E0110,50,00685,,,,,S,Simulation application continuation,U  N,,,12187,2013,SEEUP UUWWUUIIOB 2   111110RW24 N55350580E0371355202370N55354540E0371709701485 10940000300E01105000685                     ,SEEUP UUWWUUIIOB 2   2S    U  N                    24800N                              140                                 
S,EEU,P,UUWW,UU,I,ITA,2,11150,RW19,N55350490,E037152230,1920,N55363540,E037162360,0743,,0971,0000,300,E0110,51,00640,,,,,S,Simulation application continuation,U  N,,,12189,2013,SEEUP UUWWUUIITA 2   111150RW19 N55350490E0371522301920N55363540E0371623600743 09710000300E01105100640                     ,SEEUP UUWWUUIITA 2   2S    U  N                    20300N                              140                                 
S,EEU,P,UUWW,UU,I,IWM,1,11170,RW01,N55365430,E037164580,0120,N55352170,E037152680,1310,,0912,0000,300,E0110,54,00685,,,,,S,Simulation application continuation,U  N,,,12191,2013,SEEUP UUWWUUIIWM 1   111170RW01 N55365430E0371645800120N55352170E0371526801310 09120000300E01105400685                     ,SEEUP UUWWUUIIWM 1   2S    U  N                    02300N                              140                                 
S,EEU,P,UUYH,UL,I,IBF,1,10970,RW35,N63345900,E053485250,3540,N63332970,E053474510,1783,,0912,0000,300,E0210,50,00482,,,,,S,Simulation application continuation,U  N,,,13187,2310,SEEUP UUYHULIIBF 1   110970RW35 N63345900E0534852503540N63332970E0534745101783 09120000300E02105000482                     ,SEEUP UUYHULIIBF 1   2S    U  N                    01500N                              140                                 
S,EEU,P,UUYH,UL,I,IDP,1,11010,RW17,N63330340,E053474080,1740,N63343200,E053484770,1709,,0912,0000,300,E0210,54,00482,,,,,S,Simulation application continuation,U  N,,,13189,2310,SEEUP UUYHULIIDP 1   111010RW17 N63330340E0534740801740N63343200E0534847701709 09120000300E02105400482                     ,SEEUP UUYHULIIDP 1   2S    U  N                    19500N                              140                                 
S,EEU,P,UUYS,UL,I,IUL,1,10870,RW13,N65592510,E057225710,1340,N66004780,E057214040,1650,,0912,0000,300,E0230,51,00300,,,,,S,Simulation application continuation,U  N,,,13690,2403,SEEUP UUYSULIIUL 1   110870RW13 N65592510E0572257101340N66004780E0572140401650 09120000300E02305100300                     ,SEEUP UUYSULIIUL 1   2S    U  N                    15700N                              140                                 
S,EEU,P,UUYW,UL,I,IDW,1,10950,RW08,N67291180,E064011620,0770,N67292940,E063582660,0426,,0791,0000,300,E0250,49,00604,,,,,S,Simulation application continuation,U  N,,,14112,2307,SEEUP UUYWULIIDW 1   110950RW08 N67291180E0640116200770N67292940E0635826600426 07910000300E02504900604                     ,SEEUP UUYWULIIDW 1   2S    U  N                    10200N                              140                                 
S,EEU,P,UUYY,UL,I,IPW,1,10830,RW36,N61395110,E050513450,0030,N61382120,E050501000,2676,,0912,0000,300,E0190,50,00339,,,,,S,Simulation application continuation,U  N,,,14604,2411,SEEUP UUYYULIIPW 1   110830RW36 N61395110E0505134500030N61382120E0505010002676 09120000300E01905000339                     ,SEEUP UUYYULIIPW 1   2S    U  N                    02176Y                              140                                 
S,EEU,P,UUYY,UL,I,ISR,2,11170,RW18,N61375940,E050500070,1830,N61391530,E050511760,1329,,1033,0000,300,E0190,50,00339,,,,,S,Simulation application continuation,U  N,,,14606,2411,SEEUP UUYYULIISR 2   111170RW18 N61375940E0505000701830N61391530E0505117601329 10330000300E01905000339                     ,SEEUP UUYYULIISR 2   2S    U  N                    20177Y                              140                                 
S,EEU,P,UWGG,UW,I,IBO,1,11050,RW36R,N56145360,E043473320,3590,N56130400,E043470080,2528,,1093,0000,300,E0130,54,00300,,,,,S,Simulation application continuation,U  N,,,15010,2013,SEEUP UWGGUWIIBO 1   111050RW36RN56145360E0434733203590N56130400E0434700802528 10930000300E01305400300                     ,SEEUP UWGGUWIIBO 1   2S    U  N                    01200N                              140                                 
S,EEU,P,UWGG,UW,I,IUV,2,10810,RW18L,N56123510,E043464250,1790,N56141820,E043472790,1973,,1033,0000,300,E0130,51,00300,,,,,S,Simulation application continuation,U  N,,,15012,2013,SEEUP UWGGUWIIUV 2   110810RW18LN56123510E0434642501790N56141820E0434727901973 10330000300E01305100300                     ,SEEUP UWGGUWIIUV 2   2S    U  N                    19200N                              140                                 
S,EEU,P,UWKB,UW,I,ILB,1,11090,RW19,N54374960,E052473180,1900,N54384870,E052482530,1130,,0912,0000,300,E0130,50,00984,,,,,S,Simulation application continuation,U  N,,,15221,2013,SEEUP UWKBUWIILB 1   111090RW19 N54374960E0524731801900N54384870E0524825301130 09120000300E01305000984                     ,SEEUP UWKBUWIILB 1   2S    U  N                    20300N                              140                                 
S,EEU,P,UWKD,UW,I,IAM,2,11050,RW11,N55354540,E049181940,1100,N55365290,E049151260,1342,,0912,0000,300,E0140,50,00410,,,,,S,Simulation application continuation,U  N,,,15679,2307,SEEUP UWKDUWIIAM 2   111050RW11 N55354540E0491819401100N55365290E0491512601342 09120000300E01405000410                     ,SEEUP UWKDUWIIAM 2   2S    U  N                    12400N                              140                                 
S,EEU,P,UWKD,UW,I,IBL,1,11170,RW29,N55370880,E049144410,2900,N55355520,E049174150,1338,,1033,0000,300,E0140,50,00410,,,,,S,Simulation application continuation,U  N,,,15681,2307,SEEUP UWKDUWIIBL 1   111170RW29 N55370880E0491444102900N55355520E0491741501338 10330000300E01405000410                     ,SEEUP UWKDUWIIBL 1   2S    U  N                    30400N                              140                                 
S,EEU,P,UWKE,UW,I,INK,1,10990,RW21,N55331620,E052042390,2130,N55341750,E052060790,1332,,0912,0000,300,E0140,48,00640,,,,,S,Simulation application continuation,U  N,,,16217,2112,SEEUP UWKEUWIINK 1   110990RW21 N55331620E0520423902130N55341750E0520607901332 09120000300E01404800640                     ,SEEUP UWKEUWIINK 1   2S    U  N                    22700N                              140                                 
S,EEU,P,UWKJ,UW,I,IIO,2,10895,RW16,N56412510,E047535460,1590,N56424590,E047532590,1559,,1093,0000,300,E0140,52,00348,,,,,S,Simulation application continuation,U  N,,,16459,2102,SEEUP UWKJUWIIIO 2   110895RW16 N56412510E0475354601590N56424590E0475325901559 10930000300E01405200348                     ,SEEUP UWKJUWIIIO 2   2S    U  N                    17300N                              140                                 
S,EEU,P,UWKS,UW,I,ICR,1,10830,RW24,N56050630,E047190870,2380,N56053940,E047214220,1942,,0850,0000,300,E0140,52,00560,,,,,S,Simulation application continuation,U  N,,,16561,2313,SEEUP UWKSUWIICR 1   110830RW24 N56050630E0471908702380N56053940E0472142201942 08500000300E01405200560                     ,SEEUP UWKSUWIICR 1   2S    U  N                    25200N                              140                                 
S,EEU,P,UWKS,UW,I,ILA,1,11030,RW06,N56054030,E047221350,0580,N56052040,E047195730,0864,,1155,0000,300,E0140,51,00560,,,,,S,Simulation application continuation,U  N,,,16563,2508,SEEUP UWKSUWIILA 1   111030RW06 N56054030E0472213500580N56052040E0471957300864 11550000300E01405100560                     ,SEEUP UWKSUWIILA 1   2S    U  N                    07200N                              140                                 
S,EEU,P,UWLL,UW,I,ILS,1,11130,RW20,N54150470,E048121920,1990,N54164880,E048142070,3454,,0850,0000,300,E0130,51,00394,,,,,S,Simulation application continuation,U  N,,,17114,2013,SEEUP UWLLUWIILS 1   111130RW20 N54150470E0481219201990N54164880E0481420703454 08500000300E01305100394                     ,SEEUP UWLLUWIILS 1   2S    U  N                    21200N                              140                                 
S,EEU,P,UWLL,UW,I,IMR,1,11030,RW02,N54172340,E048144820,0190,N54154570,E048125540,2995,,1214,0000,300,E0130,52,00492,,,,,S,Simulation application continuation,U  N,,,17116,2013,SEEUP UWLLUWIIMR 1   111030RW02 N54172340E0481448200190N54154570E0481255402995 12140000300E01305200492                     ,SEEUP UWLLUWIIMR 1   2S    U  N                    03200N                              140                                 
S,EEU,P,UWLW,UW,I,IUL,1,11010,RW02,N54253910,E048494850,0180,N54230540,E048470120,3095,,1033,0000,300,E0130,50,00290,,,,,S,Simulation application continuation,U  N,,,17921,2304,SEEUP UWLWUWIIUL 1   111010RW02 N54253910E0484948500180N54230540E0484701203095 10330000300E01305000290                     ,SEEUP UWLWUWIIUL 1   2S    U  N                    03100N                              140                                 
S,EEU,P,UWLW,UW,I,IWN,1,11010,RW20,N54223190,E048463420,1980,N54250620,E048490660,2700,,1033,0000,300,E0130,50,00233,,,,,S,Simulation application continuation,U  N,,,17923,2013,SEEUP UWLWUWIIWN 1   111010RW20 N54223190E0484634201980N54250620E0484906602700 10330000300E01305000233                     ,SEEUP UWLWUWIIWN 1   2S    U  N                    21100N                              140                                 
S,EEU,P,UWOO,UW,I,ILM,1,10930,RW26,N51474470,E055252420,2590,N51475070,E055281200,3407,,1093,0000,270,E0110,57,00392,,,,,S,Simulation application continuation,U  N,,,18328,1410,SEEUP UWOOUWIILM 1   110930RW26 N51474470E0552524202590N51475070E0552812003407 10930000270E01105700392                     ,SEEUP UWOOUWIILM 1   2S    U  N                    27000N                              140                                 
S,EEU,P,UWOO,UW,I,IWP,1,10990,RW08,N51474500,E055290600,0790,N51474960,E055263410,2319,,0971,0000,270,E0110,57,00387,,,,,S,Simulation application continuation,U  N,,,18330,2013,SEEUP UWOOUWIIWP 1   110990RW08 N51474500E0552906000790N51474960E0552634102319 09710000270E01105700387                     ,SEEUP UWOOUWIIWP 1   2S    U  N                    09000N                              140                                 
S,EEU,P,UWOR,UW,I,IOR,1,10815,RW25,N51040220,E058333810,2460,N51042370,E058364220,3549,,1093,0000,270,E0110,58,00923,,,,,S,Simulation application continuation,U  N,,,18884,2502,SEEUP UWORUWIIOR 1   110815RW25 N51040220E0583338102460N51042370E0583642203549 10930000270E01105800923                     ,SEEUP UWORUWIIOR 1   2S    U  N                    25700N                              140                                 
S,EEU,P,UWOR,UW,I,IRK,1,10955,RW07,N51043510,E058371910,0660,N51040920,E058345180,1443,,1214,0000,300,E0110,54,00959,,,,,S,Simulation application continuation,U  N,,,18886,2502,SEEUP UWORUWIIRK 1   110955RW07 N51043510E0583719100660N51040920E0583451801443 12140000300E01105400959                     ,SEEUP UWORUWIIRK 1   2S    U  N                    07700N                              140                                 
S,EEU,P,UWPP,UW,I,IRN,1,11110,RW10,N53060400,E045031310,1040,N53064400,E045003520,2149,,0911,0000,267,E0120,52,00618,,,,,S,Simulation application continuation,U  N,,,19345,2312,SEEUP UWPPUWIIRN 1   111110RW10 N53060400E0450313101040N53064400E0450035202149 09110000267E01205200618                     ,SEEUP UWPPUWIIRN 1   2S    U  N                    11600N                              140                                 
S,EEU,P,UWPP,UW,I,IWH,1,10870,RW28,N53070030,E045000250,2840,N53061420,E045022060,1623,,1154,0000,300,E0120,57,00663,,,,,S,Simulation application continuation,U  N,,,19347,2312,SEEUP UWPPUWIIWH 1   110870RW28 N53070030E0450002502840N53061420E0450220601623 11540000300E01205700663                     ,SEEUP UWPPUWIIWH 1   2S    U  N                    29600N                              140                                 
S,EEU,P,UWPS,UW,I,IGE,1,11035,RW20,N54063350,E045114240,2010,N54075940,E045132510,2337,,0912,0000,300,E0120,52,00709,,,,,S,Simulation application continuation,U  N,,,19710,1801,SEEUP UWPSUWIIGE 1   111035RW20 N54063350E0451142402010N54075940E0451325102337 09120000300E01205200709                     ,SEEUP UWPSUWIIGE 1   2S    U  N                    21300N                              140                                 
S,EEU,P,UWSG,UW,I,ITL,2,10875,RW26,N51424780,E046083580,2610,N51423890,E046111650,1417,,1093,0000,300,E0110,52,00100,,,,,S,Simulation application continuation,U  N,,,20216,1908,SEEUP UWSGUWIITL 2   110875RW26 N51424780E0460835802610N51423890E0461116501417 10930000300E01105200100                     ,SEEUP UWSGUWIITL 2   2S    U  N                    27200N                              140                                 
S,EEU,P,UWSG,UW,I,ITW,2,10855,RW08,N51424320,E046115530,0810,N51424170,E046091600,1315,,1155,0000,300,E0110,55,00100,,,,,S,Simulation application continuation,U  N,,,20218,1908,SEEUP UWSGUWIITW 2   110855RW08 N51424320E0461155300810N51424170E0460916001315 11550000300E01105500100                     ,SEEUP UWSGUWIITW 2   2S    U  N                    09200N                              140                                 
S,EEU,P,UWUU,UW,I,INM,2,10870,RW32L,N54343500,E055504650,3180,N54324460,E055522330,1334,,1093,0000,300,E0130,56,00440,,,,,S,Simulation application continuation,U  N,,,21052,1906,SEEUP UWUUUWIINM 2   110870RW32LN54343500E0555046503180N54324460E0555223301334 10930000300E01305600440                     ,SEEUP UWUUUWIINM 2   2S    U  N                    33100N                              140                                 
S,EEU,P,UWUU,UW,I,IPT,2,11030,RW14R,N54320550,E055531050,1380,N54341370,E055505920,3696,,0911,0000,300,E0130,59,00380,,,,,S,Simulation application continuation,U  N,,,21054,1906,SEEUP UWUUUWIIPT 2   111030RW14RN54320550E0555310501380N54341370E0555059203696 09110000300E01305900380                     ,SEEUP UWUUUWIIPT 2   2S    U  N                    15100N                              140                                 
S,EEU,P,UWWW,UW,I,IAZ,1,11110,RW33,N53313580,E050094920,3270,N53294830,E050110070,3121,,1214,0000,270,E0130,50,00400,,,,,S,Simulation application continuation,U  N,,,22422,2307,SEEUP UWWWUWIIAZ 1   111110RW33 N53313580E0500949203270N53294830E0501100703121 12140000270E01305000400                     ,SEEUP UWWWUWIIAZ 1   2S    U  N                    34000N                              140                                 
S,EEU,P,UWWW,UW,I,IWG,3,11190,RW15,N53290570,E050111900,1470,N53305770,E050101920,3198,,1155,0000,270,E0130,50,00440,,,,,S,Simulation application continuation,U  N,,,22424,2307,SEEUP UWWWUWIIWG 3   111190RW15 N53290570E0501119001470N53305770E0501019203198 11550000270E01305000440                     ,SEEUP UWWWUWIIWG 3   2S    U  N                    16000N                              140                                 
S,EEU,P,UZFA,UT,I,IAN,1,11050,RW04,N40442606,E072183945,0410,N40431803,E072171517,0655,,1033,0000,300,E0050,50,01548,,,,,S,Simulation application continuation,U  N,,,22518,2510,SEEUP UZFAUTIIAN 1   111050RW04 N40442606E0721839450410N40431803E0721715170655 10330000300E00505001548                     ,SEEUP UZFAUTIIAN 1   2S    U  N                    04600N                              140                                 
S,EEU,P,UZFF,UT,I,IZU,1,10970,RW18,N40201672,E071443546,1780,N40220863,E071444909,2740,,0791,0000,300,E0050,51,02100,,,,,S,Simulation application continuation,U  N,,,22631,2310,SEEUP UZFFUTIIZU 1   110970RW18 N40201672E0714435461780N40220863E0714449092740 07910000300E00505102100                     ,SEEUP UZFFUTIIZU 1   2S    U  N                    18300N                              140                                 
S,EEU,P,UZFN,UT,I,ISA,1,11010,RW28,N40592470,E071320995,2830,N40584626,E071341895,0674,,0791,0000,300,E0050,52,01705,,,,,S,Simulation application continuation,U  N,,,22823,2211,SEEUP UZFNUTIISA 1   111010RW28 N40592470E0713209952830N40584626E0713418950674 07910000300E00505201705                     ,SEEUP UZFNUTIISA 1   2S    U  N                    28857Y                              140                                 
S,EEU,P,UZNN,UT,I,IZR,1,11030,RW33,N42303340,E059363550,3280,N42284450,E059373970,3164,,0971,0000,300,E0070,54,00249,,,,,S,Simulation application continuation,U  N,,,23087,2510,SEEUP UZNNUTIIZR 1   111030RW33 N42303340E0593635503280N42284450E0593739703164 09710000300E00705400249                     ,SEEUP UZNNUTIIZR 1   2S    U  N                    33500N                              140                                 
S,EEU,P,UZNU,UT,I,INU,1,10950,RW31,N41354620,E060374130,3130,N41343140,E060391450,1518,,1093,0000,300,E0070,56,00322,,,,,S,Simulation application continuation,U  N,,,23408,2507,SEEUP UZNUUTIINU 1   110950RW31 N41354620E0603741303130N41343140E0603914501518 10930000300E00705600322                     ,SEEUP UZNUUTIINU 1   2S    U  N                    32000N                              140                                 
S,EEU,P,UZSA,UT,I,IHG,2,10930,RW07,N40072066,E065120309,0720,N40064592,E065090875,1927,,1093,0000,300,E0060,57,01200,,,,,S,Simulation application continuation,U  N,,,23583,2105,SEEUP UZSAUTIIHG 2   110930RW07 N40072066E0651203090720N40064592E0650908751927 10930000300E00605701200                     ,SEEUP UZSAUTIIHG 2   2S    U  N                    07800N                              140                                 
S,EEU,P,UZSA,UT,I,INL,2,10870,RW25,N40064452,E065083235,2520,N40071046,E065112721,1726,,1033,0000,300,E0060,58,01200,,,,,S,Simulation application continuation,U  N,,,23585,2105,SEEUP UZSAUTIINL 2   110870RW25 N40064452E0650832352520N40071046E0651127211726 10330000300E00605801200                     ,SEEUP UZSAUTIINL 2   2S    U  N                    25800N                              140                                 
S,EEU,P,UZSB,UT,I,IUH,1,11030,RW01,N39473430,E064291100,0050,N39455230,E064285400,1578,,1033,0000,300,E0050,54,00751,,,,,S,Simulation application continuation,U  N,,,23799,1612,SEEUP UZSBUTIIUH 1   111030RW01 N39473430E0642911000050N39455230E0642854001578 10330000300E00505400751                     ,SEEUP UZSBUTIIUH 1   2S    U  N                    01000N                              140                                 
S,EEU,P,UZSK,UT,I,IJP,1,10910,RW16,N38471270,E065464380,1590,N38483990,E065460400,1218,,1154,0000,300,E0050,54,01232,,,,,S,Simulation application continuation,U  N,,,24161,2013,SEEUP UZSKUTIIJP 1   110910RW16 N38471270E0654643801590N38483990E0654604001218 11540000300E00505401232                     ,SEEUP UZSKUTIIJP 1   2S    U  N                    16400N                              140                                 
S,EEU,P,UZSS,UT,I,IMZ,1,10950,RW09,N39420009,E067001266,0910,N39421393,E066580413,0867,,0912,0000,300,E0050,53,02200,,,,,S,Simulation application continuation,U  N,,,24345,2510,SEEUP UZSSUTIIMZ 1   110950RW09 N39420009E0670012660910N39421393E0665804130867 09120000300E00505302200                     ,SEEUP UZSSUTIIMZ 1   2S    U  N                    09600N                              140                                 
S,EEU,P,UZSS,UT,I,ISD,1,11070,RW27,N39421187,E066573946,2710,N39420626,E066594350,0981,,1093,0000,300,E0050,51,02200,,,,,S,Simulation application continuation,U  N,,,24347,2510,SEEUP UZSSUTIISD 1   111070RW27 N39421187E0665739462710N39420626E0665943500981 10930000300E00505102200                     ,SEEUP UZSSUTIISD 1   2S    U  N                    27600N                              140                                 
S,EEU,P,UZST,UT,I,INO,1,11030,RW25,N37165901,E067171872,2500,N37172923,E067191415,0989,,1033,0000,300,E0040,50,01100,,,,,S,Simulation application continuation,U  N,,,24476,2305,SEEUP UZSTUTIINO 1   111030RW25 N37165901E0671718722500N37172923E0671914150989 10330000300E00405001100                     ,SEEUP UZSTUTIINO 1   2S    U  N                    25400N                              140                                 
S,EEU,P,UZTP,UT,I,IIS,2,11150,RW08,N41185786,E069252438,0760,N41183551,E069223476,0963,,0912,0000,300,E0060,50,01583,,,,,S,Simulation application continuation,U  N,,,25370,2508,SEEUP UZTPUTIIIS 2   111150RW08 N41185786E0692524380760N41183551E0692234760963 09120000300E00605001583                     ,SEEUP UZTPUTIIIS 2   2S    U  N                    08200N                              140                                 
S,EEU,P,UZTP,UT,I,IRZ,2,10910,RW26,N41183664,E069220907,2560,N41185106,E069245837,0976,,1093,0000,300,E0060,50,01583,,,,,S,Simulation application continuation,U  N,,,25372,2508,SEEUP UZTPUTIIRZ 2   110910RW26 N41183664E0692209072560N41185106E0692458370976 10930000300E00605001583                     ,SEEUP UZTPUTIIRZ 2   2S    U  N                    26200N                              140                                 
S,EEU,P,UZTT,UT,I,IFD,1,10850,RW26R,N41151960,E069151380,2560,N41153260,E069174590,0926,,1519,0000,300,E0060,57,01400,,,,,S,Simulation application continuation,U  N,,,26076,2508,SEEUP UZTTUTIIFD 1   110850RW26RN41151960E0691513802560N41153260E0691745900926 15190000300E00605701400                     ,SEEUP UZTTUTIIFD 1   2S    U  N                    26200N                              140                                 
S,EEU,P,UZTT,UT,I,ING,2,11050,RW08L,N41154160,E069183330,0760,N41151980,E069155090,1346,,1033,0000,300,E0060,57,01400,,,,,S,Simulation application continuation,U  N,,,26078,2508,SEEUP UZTTUTIING 2   111050RW08LN41154160E0691833300760N41151980E0691550901346 10330000300E00605701400                     ,SEEUP UZTTUTIING 2   2S    U  N                    08200N                              140                                 
S,EEU,P,UZTT,UT,I,IZW,1,11170,RW08R,N41153370,E069182390,0760,N41151320,E069155080,0671,,0971,0000,300,E0060,51,01400,,,,,S,Simulation application continuation,U  N,,,26080,2508,SEEUP UZTTUTIIZW 1   111170RW08RN41153370E0691823900760N41151320E0691550800671 09710000300E00605101400                     ,SEEUP UZTTUTIIZW 1   2S    U  N                    08200N                              140                                 
S,EEU,P,VMMC,VM,I,MCN,2,10970,RW34,N22095400,E113350900,3440,N22082800,E113354400,0477,,1033,0000,300,W0030,54,00013,,,,,S,Simulation application continuation,U  N,,,26563,1801,SEEUP VMMCVMIMCN 2   110970RW34 N22095400E1133509003440N22082800E1133544000477 10330000300W00305400013                     ,SEEUP VMMCVMIMCN 2   2S    U  N                    34100Y                              140                                 
S,EEU,P,VMMC,VM,I,MCS,0,11170,RW16,N22094000,E113325400,2180,,,1282,-,,0000,,W0030,,,,,,,S,Simulation application continuation,U  N,,,26565,1801,SEEUP VMMCVMIMCS 0   111170RW16 N22094000E1133254002180                   1282-    0000   W0030                            ,SEEUP VMMCVMIMCS 0   2S    U  N                    21500N                                                                  
S,EEU,P,ZBAA,ZB,I,IDK,1,11170,RW36L,N40062035,E116340875,0010,N40043315,E116342102,1319,,0935,0000,300,W0080,51,00118,,,,,S,Simulation application continuation,U  N,,,27500,2411,SEEUP ZBAAZBIIDK 1   111170RW36LN40062035E1163408750010N40043315E1163421021319 09350000300W00805100118                     ,SEEUP ZBAAZBIIDK 1   2S    U  N                    35300N                              140                                 
