record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,PAC,P,RJTO,RJ,I,IOS,0,10935,RW03,N34473000,E139215244,0270,,,0771,,,0000,,W0070,,,,,,,SPACP RJTORJIIOS 0   110935RW03 N34473000E1392152440270                   0771     0000   W0070                            ,S,Simulation application continuation,SPACP RJTORJIIOS 0   2S    U  N                    02000N                                                                  
S,PAC,P,RJTT,RJ,I,IAD,1,10810,RW22,N35324836,E139453362,2220,N35335152,E139463391,1001,,1112,0000,300,W0070,54,00021,,,,,SPACP RJTTRJIIAD 1   110810RW22 N35324836E1394533622220N35335152E1394633911001 11120000300W00705400021                     ,S,Simulation application continuation,SPACP RJTTRJIIAD 1   2S    U  U                    21500N                              144                                 
S,PAC,P,RJTT,RJ,I,IHA,1,11170,RW34L,N35334381,E139460306,3370,N35322319,E139470578,0919,,1109,0000,300,W0070,54,00059,,,,,SPACP RJTTRJIIHA 1   111170RW34LN35334381E1394603063370N35322319E1394705780919 11090000300W00705400059                     ,S,Simulation application continuation,SPACP RJTTRJIIHA 1   2S    U  N                    33000N                              140                                 
S,PAC,P,RJTT,RJ,I,IKL,A,11010,RW22,N35361377,E139490833,2770,,,1817,-,,0000,,W0070,,,,,,,SPACP RJTTRJIIKL A   111010RW22 N35361377E1394908332770                   1817-    0000   W0070                            ,S,Simulation application continuation,SPACP RJTTRJIIKL A   2S    U  U                    27000N                                                                  
S,PAC,P,RJTT,RJ,I,IOC,1,11195,RW16L,N35321743,E139482237,1570,N35333557,E139472145,0640,,1024,0500,300,W0070,53,00019,,,,,SPACP RJTTRJIIOC 1   111195RW16LN35321743E1394822371570N35333557E1394721450640 10240500300W00705300019                     ,S,Simulation application continuation,SPACP RJTTRJIIOC 1   2S    U  U                    15000N                              140                                 
S,PAC,P,RJTT,RJ,I,ITA,1,11155,RW16R,N35320629,E139471230,1570,N35331514,E139462893,0640,,1070,0500,300,W0070,53,00016,,,,,SPACP RJTTRJIITA 1   111155RW16RN35320629E1394712301570N35331514E1394628930640 10700500300W00705300016                     ,S,Simulation application continuation,SPACP RJTTRJIITA 1   2S    U  U                    15000N                              140                                 
S,PAC,P,RJTT,RJ,I,ITC,3,10890,RW34R,N35340381,E139470689,3370,N35324392,E139480936,0771,,1037,0000,300,W0070,54,00020,,,,,SPACP RJTTRJIITC 3   110890RW34RN35340381E1394706893370N35324392E1394809360771 10370000300W00705400020                     ,S,Simulation application continuation,SPACP RJTTRJIITC 3   2S    U  U                    33000N                              140                                 
S,PAC,P,RJTT,RJ,I,ITD,1,11050,RW23,N35314916,E139483263,2320,N35322075,E139490708,2822,-,1102,0000,300,W0070,55,00055,,,,,SPACP RJTTRJIITD 1   111050RW23 N35314916E1394832632320N35322075E1394907082822-11020000300W00705500055                     ,S,Simulation application continuation,SPACP RJTTRJIITD 1   2S    U  U                    22500N                              140                                 
S,PAC,P,RJTT,RJ,I,ITL,A,10850,RW23,N35341037,E139465613,2770,,,1773,-,,0000,,W0070,,,,,,,SPACP RJTTRJIITL A   110850RW23 N35341037E1394656132770                   1773-    0000   W0070                            ,S,Simulation application continuation,SPACP RJTTRJIITL A   2S    U  U                    27000N                                                                  
S,PAC,P,RJTY,RJ,I,IYAS,1,10870,RW18,N35434875,E139210837,1770,N35453729,E139205175,1253,,1203,0313,300,W0070,52,00451,,,,,SPACP RJTYRJIIYAS1   110870RW18 N35434875E1392108371770N35453729E1392051751253 12030313300W00705200451                     ,S,Simulation application continuation,SPACP RJTYRJIIYAS1   2S    U  N                    17000N                              140                                 
S,PAC,P,RJTY,RJ,I,IYOK,1,10970,RW36,N35460097,E139204063,3570,N35441076,E139205761,1311,,1091,0325,250,W0070,52,00421,,,,,SPACP RJTYRJIIYOK1   110970RW36 N35460097E1392040633570N35441076E1392057611311 10910325250W00705200421                     ,S,Simulation application continuation,SPACP RJTYRJIIYOK1   2S    U  Y                    35100N                              140                                 
S,PAC,P,RKJB,RK,I,IMAN,1,10890,RW19,N34583500,E126225850,1870,N35000430,E126225350,0874,,1038,0000,300,W0080,50,00051,,,,,SPACP RKJBRKIIMAN1   110890RW19 N34583500E1262258501870N35000430E1262253500874 10380000300W00805000051                     ,S,Simulation application continuation,SPACP RKJBRKIIMAN1   2S    U  N                    17900N                              140                                 
S,PAC,P,RKJB,RK,I,IMUN,1,11190,RW01,N35002310,E126225780,0070,N34585330,E126225400,0860,,0970,0000,300,W0080,50,00032,,,,,SPACP RKJBRKIIMUN1   111190RW01 N35002310E1262257800070N34585330E1262254000860 09700000300W00805000032                     ,S,Simulation application continuation,SPACP RKJBRKIIMUN1   2S    U  N                    35900N                              140                                 
S,PAC,P,RKJJ,RK,I,IMDG,1,11110,RW04R,N35082150,E126490940,0380,N35065930,E126481730,1016,,0955,0000,300,W0080,51,00043,,,,,SPACP RKJJRKIIMDG1   111110RW04RN35082150E1264909400380N35065930E1264817301016 09550000300W00805100043                     ,S,Simulation application continuation,SPACP RKJJRKIIMDG1   2S    U  N                    03000N                              140                                 
S,PAC,P,RKJJ,RK,I,IMDH,0,10850,RW22L,N35064430,E126480130,2180,,,1023,,,0000,,W0080,,,,,,,SPACP RKJJRKIIMDH0   110850RW22LN35064430E1264801302180                   1023     0000   W0080                            ,S,Simulation application continuation,SPACP RKJJRKIIMDH0   2S    U  N                    21000N                                                                  
S,PAC,P,RKJK,RK,I,IKUZ,1,11030,RW36,N35550751,E126364440,3560,N35533969,E126371024,1054,,0942,0399,300,W0070,46,00025,,,,,SPACP RKJKRKIIKUZ1   111030RW36 N35550751E1263644403560N35533969E1263710241054 09420399300W00704600025                     ,S,Simulation application continuation,SPACP RKJKRKIIKUZ1   2S    U  N                    34900N                              140                                 
S,PAC,P,RKJK,RK,I,IVPR,1,11030,RW18,N35531976,E126371004,1760,N35544842,E126365410,1033,,0991,0400,300,W0070,52,00017,,,,,SPACP RKJKRKIIVPR1   111030RW18 N35531976E1263710041760N35544842E1263654101033 09910400300W00705200017                     ,S,Simulation application continuation,SPACP RKJKRKIIVPR1   2S    U  Y                    16900N                              140                                 
S,PAC,P,RKJY,RK,I,IYSO,1,11150,RW17,N34495200,E127372190,1660,N34505720,E127365440,0931,,0840,0500,300,W0080,46,00028,,,,,SPACP RKJYRKIIYSO1   111150RW17 N34495200E1273721901660N34505720E1273654400931 08400500300W00804600028                     ,S,Simulation application continuation,SPACP RKJYRKIIYSO1   2S    U  U                    15800N                              140                                 
S,PAC,P,RKJY,RK,I,IYSU,I,10970,RW35,N34511300,E127364220,3460,N34501040,E127371800,1012,,0916,0500,300,W0080,50,00031,,,,,SPACP RKJYRKIIYSUI   110970RW35 N34511300E1273642203460N34501040E1273718001012 09160500300W00805000031                     ,S,Simulation application continuation,SPACP RKJYRKIIYSUI   2S    U  U                    33800N                              140                                 
S,PAC,P,RKNW,RK,I,IWNJ,1,11010,RW03,N37270530,E127580760,0350,N37254700,E127571420,0968,,0966,0500,330,W0090,56,00325,,,,,SPACP RKNWRKIIWNJ1   111010RW03 N37270530E1275807600350N37254700E1275714200968 09660500330W00905600325                     ,S,Simulation application continuation,SPACP RKNWRKIIWNJ1   2S    U  U                    02600N                              140                                 
S,PAC,P,RKNW,RK,I,IWON,1,11150,RW21,N37252900,E127570780,2150,N37264980,E127575310,0901,,0949,0500,330,W0090,54,00330,,,,,SPACP RKNWRKIIWON1   111150RW21 N37252900E1275707802150N37264980E1275753100901 09490500330W00905400330                     ,S,Simulation application continuation,SPACP RKNWRKIIWON1   2S    U  U                    20600N                              140                                 
S,PAC,P,RKNY,RK,I,IYAN,1,10930,RW33,N38041960,E128392900,3300,N38031390,E128403010,0969,,1011,0500,300,W0090,55,00227,,,,,SPACP RKNYRKIIYAN1   110930RW33 N38041960E1283929003300N38031390E1284030100969 10110500300W00905500227                     ,S,Simulation application continuation,SPACP RKNYRKIIYAN1   2S    U  N                    32100N                              140                                 
S,PAC,P,RKPC,RK,I,ICHE,1,11130,RW25,N33295440,E126275640,2460,N33305120,E126293920,1002,,1014,0000,300,W0080,50,00098,,,,,SPACP RKPCRKIICHE1   111130RW25 N33295440E1262756402460N33305120E1262939201002 10140000300W00805000098                     ,S,Simulation application continuation,SPACP RKPCRKIICHE1   2S    U  N                    23800N                              140                                 
S,PAC,P,RKPC,RK,I,ICJU,2,10990,RW07,N33305870,E126300160,0660,N33300890,E126281570,1000,,1158,0000,300,W0080,59,00098,,,,,SPACP RKPCRKIICJU2   110990RW07 N33305870E1263001600660N33300890E1262815701000 11580000300W00805900098                     ,S,Simulation application continuation,SPACP RKPCRKIICJU2   2S    U  Y                    05800N                              140                                 
S,PAC,P,RKPD,RK,I,IJDG,1,10830,RW01,N33242270,E126424120,0070,N33230760,E126424630,0979,,0932,0000,300,W0070,51,01102,,,,,SPACP RKPDRKIIJDG1   110830RW01 N33242270E1264241200070N33230760E1264246300979 09320000300W00705101102                     ,S,Simulation application continuation,SPACP RKPDRKIIJDG1   2S    U  U                    36000N                              140                                 
S,PAC,P,RKPK,RK,I,IKHE,1,10950,RW36R,N35114820,E128561350,0020,N35102130,E128562950,0976,,1094,0500,300,W0080,56,00007,,,,,SPACP RKPKRKIIKHE1   110950RW36RN35114820E1285613500020N35102130E1285629500976 10940500300W00805600007                     ,S,Simulation application continuation,SPACP RKPKRKIIKHE1   2S    U  N                    35400N                              140                                 
S,PAC,P,RKPK,RK,I,IKMA,2,10850,RW36L,N35114760,E128560520,0020,N35100480,E128561370,0982,,1069,0500,300,W0080,57,00012,,,,,SPACP RKPKRKIIKMA2   110850RW36LN35114760E1285605200020N35100480E1285613700982 10690500300W00805700012                     ,S,Simulation application continuation,SPACP RKPKRKIIKMA2   2S    U  N                    35400N                              140                                 
S,PAC,P,RKPS,RK,I,ISAM,0,10910,RW06L,N35055060,E128050200,0640,,,0785,,,0500,,W0080,,,,,,,SPACP RKPSRKIISAM0   110910RW06LN35055060E1280502000640                   0785     0500   W0080                            ,S,Simulation application continuation,SPACP RKPSRKIISAM0   2S    U  N                    05600N                                                                  
S,PAC,P,RKPS,RK,I,ISHA,1,10810,RW24R,N35045260,E128031880,2440,N35054420,E128044180,0604,,0965,0500,320,W0080,47,00001,,,,,SPACP RKPSRKIISHA1   110810RW24RN35045260E1280318802440N35054420E1280441800604 09650500320W00804700001                     ,S,Simulation application continuation,SPACP RKPSRKIISHA1   2S    U  Y                    23600N                              140                                 
S,PAC,P,RKPU,RK,I,IULS,1,11030,RW36,N35361630,E129210290,0040,N35351380,E129211210,0751,,0956,0000,300,W0090,47,00028,,,,,SPACP RKPURKIIULS1   111030RW36 N35361630E1292102900040N35351380E1292112100751 09560000300W00904700028                     ,S,Simulation application continuation,SPACP RKPURKIIULS1   2S    U  N                    35500N                              140                                 
S,PAC,P,RKSG,RK,I,IPTK,1,10875,RW32,N36581394,E127011061,3190,N36572379,E127021405,0481,,0843,0497,360,W0070,54,00043,,,,,SPACP RKSGRKIIPTK1   110875RW32 N36581394E1270110613190N36572379E1270214050481 08430497360W00705400043                     ,S,Simulation application continuation,SPACP RKSGRKIIPTK1   2S    U  N                    31200N                              140                                 
S,PAC,P,RKSI,RK,I,INLL,3,10930,RW33L,N37290220,E126260390,3340,N37272550,E126273600,0942,,0992,0000,300,W0090,52,00023,,,,,SPACP RKSIRKIINLL3   110930RW33LN37290220E1262603903340N37272550E1262736000942 09920000300W00905200023                     ,S,Simulation application continuation,SPACP RKSIRKIINLL3   2S    U  U                    32500N                              140                                 
S,PAC,P,RKSI,RK,I,INRR,3,10890,RW33R,N37291000,E126261760,3340,N37273320,E126274970,0968,,0990,0000,300,W0090,52,00023,,,,,SPACP RKSIRKIINRR3   110890RW33RN37291000E1262617603340N37273320E1262749700968 09900000300W00905200023                     ,S,Simulation application continuation,SPACP RKSIRKIINRR3   2S    U  U                    32500N                              140                                 
S,PAC,P,RKSI,RK,I,IRFN,3,10995,RW34L,N37281550,E126244110,3340,N37263460,E126260480,0973,,1047,0500,300,W0090,55,00023,,,,,SPACP RKSIRKIIRFN3   110995RW34LN37281550E1262441103340N37263460E1262604800973 10470500300W00905500023                     ,S,Simulation application continuation,SPACP RKSIRKIIRFN3   2S    U  U                    32500N                              140                                 
S,PAC,P,RKSI,RK,I,IRFS,3,10855,RW16R,N37262060,E126262340,1530,N37275690,E126245160,0976,,1052,0500,300,W0090,55,00023,,,,,SPACP RKSIRKIIRFS3   110855RW16RN37262060E1262623401530N37275690E1262451600976 10520500300W00905500023                     ,S,Simulation application continuation,SPACP RKSIRKIIRFS3   2S    U  U                    14400N                              140                                 
S,PAC,P,RKSI,RK,I,IRKN,3,10810,RW34R,N37282990,E126244910,3340,N37264240,E126261860,0967,,1047,0000,300,W0090,55,00023,,,,,SPACP RKSIRKIIRKN3   110810RW34RN37282990E1262449103340N37264240E1262618600967 10470000300W00905500023                     ,S,Simulation application continuation,SPACP RKSIRKIIRKN3   2S    U  U                    32500N                              140                                 
S,PAC,P,RKSI,RK,I,IRKS,3,11035,RW16L,N37262850,E126263710,1530,N37281130,E126245950,0964,,1052,0000,300,W0090,55,00023,,,,,SPACP RKSIRKIIRKS3   111035RW16LN37262850E1262637101530N37281130E1262459500964 10520000300W00905500023                     ,S,Simulation application continuation,SPACP RKSIRKIIRKS3   2S    U  U                    14400N                              140                                 
S,PAC,P,RKSI,RK,I,ISLL,3,11190,RW15L,N37271510,E126275970,1530,N37285650,E126263570,0970,,0990,0000,300,W0090,52,00023,,,,,SPACP RKSIRKIISLL3   111190RW15LN37271510E1262759701530N37285650E1262635700970 09900000300W00905200023                     ,S,Simulation application continuation,SPACP RKSIRKIISLL3   2S    U  U                    14400N                              140                                 
S,PAC,P,RKSI,RK,I,ISRR,3,10910,RW15R,N37270740,E126274600,1530,N37284870,E126262200,0967,,0990,0000,300,W0090,52,00023,,,,,SPACP RKSIRKIISRR3   110910RW15RN37270740E1262746001530N37284870E1262622000967 09900000300W00905200023                     ,S,Simulation application continuation,SPACP RKSIRKIISRR3   2S    U  U                    14400N                              140                                 
S,PAC,P,RKSM,RK,I,ISOL,1,11090,RW20,N37254640,E127063630,1960,N37272280,E127064880,1053,,0947,0000,300,W0080,49,00100,,,,,SPACP RKSMRKIISOL1   111090RW20 N37254640E1270636301960N37272280E1270648801053 09470000300W00804900100                     ,S,Simulation application continuation,SPACP RKSMRKIISOL1   2S    U  N                    18800N                              140                                 
S,PAC,P,RKSM,RK,I,ISUL,0,10895,RW19,N37255260,E127065350,1900,,,1016,,,0500,,W0080,,,,,,,SPACP RKSMRKIISUL0   110895RW19 N37255260E1270653501900                   1016     0500   W0080                            ,S,Simulation application continuation,SPACP RKSMRKIISUL0   2S    U  U                    18200N                                                                  
S,PAC,P,RKSO,RK,I,IKKG,1,11110,RW27L,N37052050,E127003813,2710,N37053294,E127022888,1067,,1025,0398,300,W0070,53,00038,,,,,SPACP RKSORKIIKKG1   111110RW27LN37052050E1270038132710N37053294E1270228881067 10250398300W00705300038                     ,S,Simulation application continuation,SPACP RKSORKIIKKG1   2S    U  Y                    26400N                              140                                 
S,PAC,P,RKSO,RK,I,ININ,1,11130,RW09L,N37053875,E127025362,0910,N37052531,E127010291,1033,,0978,0399,300,W0070,52,00030,,,,,SPACP RKSORKIININ1   111130RW09LN37053875E1270253620910N37052531E1270102911033 09780399300W00705200030                     ,S,Simulation application continuation,SPACP RKSORKIININ1   2S    U  N                    08300N                              140                                 
S,PAC,P,RKSO,RK,I,IOSN,1,11130,RW27R,N37052743,E127003771,2710,N37053370,E127022873,1033,,1024,0400,300,W0070,52,00039,,,,,SPACP RKSORKIIOSN1   111130RW27RN37052743E1270037712710N37053370E1270228731033 10240400300W00705200039                     ,S,Simulation application continuation,SPACP RKSORKIIOSN1   2S    U  N                    26400N                              140                                 
S,PAC,P,RKSO,RK,I,IWHM,1,11110,RW09R,N37053188,E127025485,0910,N37052513,E127010295,1056,,0979,0399,300,W0070,52,00030,,,,,SPACP RKSORKIIWHM1   111110RW09RN37053188E1270254850910N37052513E1270102951056 09790399300W00705200030                     ,S,Simulation application continuation,SPACP RKSORKIIWHM1   2S    U  N                    08400N                              140                                 
S,PAC,P,RKSS,RK,I,IKMO,1,10830,RW32L,N37341340,E126462260,3240,N37325730,E126475120,1028,,1032,0500,300,W0090,54,00041,,,,,SPACP RKSSRKIIKMO1   110830RW32LN37341340E1264622603240N37325730E1264751201028 10320500300W00905400041                     ,S,Simulation application continuation,SPACP RKSSRKIIKMO1   2S    U  U                    31500N                              140                                 
S,PAC,P,RKSS,RK,I,IOFR,3,10870,RW14R,N37324550,E126481290,1440,N37340180,E126464400,1101,,1020,0500,300,W0090,54,00034,,,,,SPACP RKSSRKIIOFR3   110870RW14RN37324550E1264812901440N37340180E1264644001101 10200500300W00905400034                     ,S,Simulation application continuation,SPACP RKSSRKIIOFR3   2S    U  Y                    13500N                              140                                 
S,PAC,P,RKSS,RK,I,ISEL,1,10990,RW14L,N37324460,E126483470,1440,N37340390,E126464820,1041,,1119,0500,300,W0090,52,00038,,,,,SPACP RKSSRKIISEL1   110990RW14LN37324460E1264834701440N37340390E1264648201041 11190500300W00905200038                     ,S,Simulation application continuation,SPACP RKSSRKIISEL1   2S    U  N                    13500N                              140                                 
S,PAC,P,RKSS,RK,I,ISKP,1,11070,RW32R,N37342170,E126463280,3240,N37325640,E126481310,1024,,1137,0500,300,W0090,54,00042,,,,,SPACP RKSSRKIISKP1   111070RW32RN37342170E1264632803240N37325640E1264813101024 11370500300W00905400042                     ,S,Simulation application continuation,SPACP RKSSRKIISKP1   2S    U  N                    31500N                              140                                 
S,PAC,P,RKTH,RK,I,IKPO,0,11090,RW10,N35591710,E129260240,0970,,,0533,,,0000,,W0080,,,,,,,SPACP RKTHRKIIKPO0   111090RW10 N35591710E1292602400970                   0533     0000   W0080                            ,S,Simulation application continuation,SPACP RKTHRKIIKPO0   2S    U  N                    08900N                                                                  
S,PAC,P,RKTL,RK,I,IUJN,1,10810,RW35,N36471440,E129272800,3510,N36461670,E129274530,0987,,0903,0000,300,W0090,44,00158,,,,,SPACP RKTLRKIIUJN1   110810RW35 N36471440E1292728003510N36461670E1292745300987 09030000300W00904400158                     ,S,Simulation application continuation,SPACP RKTLRKIIUJN1   2S    U  N                    34200N                              140                                 
S,PAC,P,RKTL,RK,I,IUJS,1,11115,RW17,N36460030,E129275670,1710,N36465440,E129273070,0957,,1010,0000,300,W0090,44,00175,,,,,SPACP RKTLRKIIUJS1   111115RW17 N36460030E1292756701710N36465440E1292730700957 10100000300W00904400175                     ,S,Simulation application continuation,SPACP RKTLRKIIUJS1   2S    U  N                    16200N                              140                                 
S,PAC,P,RKTN,RK,I,IDAG,0,11190,RW31R,N35541160,E128383700,3120,,,1126,,,0000,,W0090,,,,,,,SPACP RKTNRKIIDAG0   111190RW31RN35541160E1283837003120                   1126     0000   W0090                            ,S,Simulation application continuation,SPACP RKTNRKIIDAG0   2S    U  N                    30300N                                                                  
S,PAC,P,RKTN,RK,I,ITAG,1,10870,RW31L,N35540810,E128383430,3120,N35531530,E128400290,1068,,1078,0000,300,W0090,56,00118,,,,,SPACP RKTNRKIITAG1   110870RW31LN35540810E1283834303120N35531530E1284002901068 10780000300W00905600118                     ,S,Simulation application continuation,SPACP RKTNRKIITAG1   2S    U  N                    30300N                              140                                 
S,PAC,P,RKTN,RK,I,ITGL,1,10870,RW13R,N35530600,E128402660,1320,N35535390,E128385270,1064,,0985,0000,330,W0090,57,00110,,,,,SPACP RKTNRKIITGL1   110870RW13RN35530600E1284026601320N35535390E1283852701064 09850000330W00905700110                     ,S,Simulation application continuation,SPACP RKTNRKIITGL1   2S    U  U                    12300N                              140                                 
S,PAC,P,RKTU,RK,I,ICHG,1,11170,RW24R,N36423000,E127290260,2400,N36432740,E127302770,1011,,0910,0000,300,W0090,51,00187,,,,,SPACP RKTURKIICHG1   111170RW24RN36423000E1272902602400N36432740E1273027701011 09100000300W00905100187                     ,S,Simulation application continuation,SPACP RKTURKIICHG1   2S    U  N                    23100N                              140                                 
S,PAC,P,RKTU,RK,I,ICHJ,1,11030,RW06L,N36433660,E127305010,0600,N36423960,E127292460,1032,,1000,0000,300,W0090,52,00167,,,,,SPACP RKTURKIICHJ1   111030RW06LN36433660E1273050100600N36423960E1272924601032 10000000300W00905200167                     ,S,Simulation application continuation,SPACP RKTURKIICHJ1   2S    U  N                    05100N                              140                                 
S,PAC,P,RKTU,RK,I,ICHL,1,10935,RW24L,N36422210,E127290490,2400,N36431400,E127303540,1021,,0982,0000,300,W0090,48,00192,,,,,SPACP RKTURKIICHL1   110935RW24LN36422210E1272904902400N36431400E1273035401021 09820000300W00904800192                     ,S,Simulation application continuation,SPACP RKTURKIICHL1   2S    U  N                    23100N                              140                                 
S,PAC,P,RKTU,RK,I,ICHR,1,10915,RW06R,N36432870,E127305240,0600,N36423170,E127292680,1022,,0984,0000,300,W0090,52,00171,,,,,SPACP RKTURKIICHR1   110915RW06RN36432870E1273052400600N36423170E1272926801022 09840000300W00905200171                     ,S,Simulation application continuation,SPACP RKTURKIICHR1   2S    U  N                    05100N                              140                                 
S,PAC,P,RKTY,RK,I,IYCH,1,10930,RW28,N36375358,E128201009,2760,N36375179,E128220215,1052,,0921,0000,300,W0075,46,00354,,,,,SPACP RKTYRKIIYCH1   110930RW28 N36375358E1282010092760N36375179E1282202151052 09210000300W00754600354                     ,S,Simulation application continuation,SPACP RKTYRKIIYCH1   2S    U  N                    26900N                              140                                 
S,PAC,P,ROAH,RO,I,IOK,1,11030,RW36R,N26123935,E127384095,0020,N26110667,E127384259,0582,,1076,0500,300,W0050,57,00013,,,,,SPACP ROAHROIIOK 1   111030RW36RN26123935E1273840950020N26110667E1273842590582 10760500300W00505700013                     ,S,Simulation application continuation,SPACP ROAHROIIOK 1   2S    U  N                    35700N                              140                                 
S,PAC,P,ROAH,RO,I,ION,1,11015,RW18R,N26103364,E127380322,1820,N26120070,E127380129,0990,,1058,0500,300,W0050,52,00016,,,,,SPACP ROAHROIION 1   111015RW18RN26103364E1273803221820N26120070E1273801290990 10580500300W00505200016                     ,S,Simulation application continuation,SPACP ROAHROIION 1   2S    U  U                    17700N                              140                                 
S,PAC,P,ROAH,RO,I,IOW,1,11170,RW36L,N26122127,E127375617,0030,N26105350,E127375598,1037,,1042,0500,300,W0050,55,00014,,,,,SPACP ROAHROIIOW 1   111170RW36LN26122127E1273756170030N26105350E1273755981037 10420500300W00505500014                     ,S,Simulation application continuation,SPACP ROAHROIIOW 1   2S    U  U                    35800N                              140                                 
S,PAC,P,RODN,RO,I,IKDN,1,10970,RW05L,N26220446,E127465250,0550,N26205008,E127451913,0426,,1239,0000,300,W0040,65,00065,,,,,SPACP RODNROIIKDN1   110970RW05LN26220446E1274652500550N26205008E1274519130426 12390000300W00406500065                     ,S,Simulation application continuation,SPACP RODNROIIKDN1   2S    U  Y                    05100N                              140                                 
S,PAC,P,RODN,RO,I,IKZZ,1,10870,RW23R,N26204015,E127445671,2350,N26215313,E127464214,1015,,0891,0000,300,W0040,47,00122,,,,,SPACP RODNROIIKZZ1   110870RW23RN26204015E1274456712350N26215313E1274642141015 08910000300W00404700122                     ,S,Simulation application continuation,SPACP RODNROIIKZZ1   2S    U  Y                    23100N                              140                                 
S,PAC,P,ROIG,RO,I,IIG,1,11075,RW04,N24241938,E124150781,0400,N24233277,E124142574,0722,,1192,0500,300,W0040,54,00126,,,,,SPACP ROIGROIIIG 1   111075RW04 N24241938E1241507810400N24233277E1241425740722 11920500300W00405400126                     ,S,Simulation application continuation,SPACP ROIGROIIIG 1   2S    U  U                    03600N                              140                                 
S,PAC,P,ROKJ,RO,I,IKX,0,11095,RW03,N26222605,E126430580,0250,,,0771,,,0000,,W0040,,,,,,,SPACP ROKJROIIKX 0   111095RW03 N26222605E1264305800250                   0771     0000   W0040                            ,S,Simulation application continuation,SPACP ROKJROIIKX 0   2S    U  U                    02100N                                                                  
S,PAC,P,ROMY,RO,I,IMY,1,10890,RW22,N24462665,E125171521,2230,N24471324,E125180099,0771,,1033,0000,300,W0050,54,00150,,,,,SPACP ROMYROIIMY 1   110890RW22 N24462665E1251715212230N24471324E1251800990771 10330000300W00505400150                     ,S,Simulation application continuation,SPACP ROMYROIIMY 1   2S    U  U                    21800N                              140                                 
S,PAC,P,RORS,RO,I,ISB,1,11150,RW17,N24484060,E125085718,1710,N24501323,E125082720,0928,,1033,0000,300,W0050,54,00015,,,,,SPACP RORSROIISB 1   111150RW17 N24484060E1250857181710N24501323E1250827200928 10330000300W00505400015                     ,S,Simulation application continuation,SPACP RORSROIISB 1   2S    U  N                    16600N                              140                                 
S,PAC,P,ROYN,RO,I,IYN,0,10855,RW26,N24275242,E122580479,2600,,,0771,,,0500,,W0050,,,,,,,SPACP ROYNROIIYN 0   110855RW26 N24275242E1225804792600                   0771     0500   W0050                            ,S,Simulation application continuation,SPACP ROYNROIIYN 0   2S    U  U                    25500N                                                                  
S,PAC,P,RPLC,RP,I,ICA,1,10930,RW02,N15121450,E120341050,0240,N15103630,E120333600,1036,,1081,0000,350,W0030,50,00465,,,,,SPACP RPLCRPIICA 1   110930RW02 N15121450E1203410500240N15103630E1203336001036 10810000350W00305000465                     ,S,Simulation application continuation,SPACP RPLCRPIICA 1   2S    U  N                    02100N                              140                                 
S,PAC,P,RPLC,RP,I,ICK,1,11010,RW20,N15101780,E120332430,2040,N15115460,E120340700,1072,,0960,0000,300,W0030,50,00392,,,,,SPACP RPLCRPIICK 1   111010RW20 N15101780E1203324302040N15115460E1203407001072 09600000300W00305000392                     ,S,Simulation application continuation,SPACP RPLCRPIICK 1   2S    U  N                    20100N                              140                                 
S,PAC,P,RPLL,RP,I,IMA,1,10990,RW24,N14295020,E120595690,2430,N14303960,E121013430,0588,,1338,0000,300,W0030,50,00075,,,,,SPACP RPLLRPIIMA 1   110990RW24 N14295020E1205956902430N14303960E1210134300588 13380000300W00305000075                     ,S,Simulation application continuation,SPACP RPLLRPIIMA 1   2S    U  Y                    24000N                              140                                 
S,PAC,P,RPLL,RP,I,IML,1,10910,RW06,N14305270,E121014930,0630,N14295610,E121001590,0596,,0984,0000,300,W0030,50,00016,,,,,SPACP RPLLRPIIML 1   110910RW06 N14305270E1210149300630N14295610E1210015900596 09840000300W00305000016                     ,S,Simulation application continuation,SPACP RPLLRPIIML 1   2S    U  N                    06000N                              140                                 
S,PAC,P,RPMD,RP,I,IDAO,1,10910,RW05,N07080740,E125392610,0500,N07070520,E125381980,0565,,1259,0500,305,E0000,87,00090,,,,,SPACP RPMDRPIIDAO1   110910RW05 N07080740E1253926100500N07070520E1253819800565 12590500305E00008700090                     ,S,Simulation application continuation,SPACP RPMDRPIIDAO1   2S    U  N                    05000N                              140                                 
S,PAC,P,RPMD,RP,I,IDVO,1,10990,RW23,N07065390,E125380060,2300,N07080030,E125391190,0949,,0985,0500,304,E0000,53,00093,,,,,SPACP RPMDRPIIDVO1   110990RW23 N07065390E1253800602300N07080030E1253911900949 09850500304E00005300093                     ,S,Simulation application continuation,SPACP RPMDRPIIDVO1   2S    U  U                    23000N                              140                                 
